symbol,stockPrices
XNSE/N1COROMANDEL,Coromandel International Ltd (N1COROMANDEL) Adjusted Stock Prices
XNSE/DLINKINDIA,D-Link (India) Ltd. (DLINKINDIA) Adjusted Stock Prices
XNSE/UNITEDBNK,United Bank of India (UNITEDBNK) Adjusted Stock Prices
XNSE/JKLAKSHMI,JK Lakshmi Cement Ltd. (JKLAKSHMI) Adjusted Stock Prices
XNSE/ORIENTHOT,Oriental Hotels Ltd. (ORIENTHOT) Adjusted Stock Prices
XNSE/GSS,GSS Infotech Ltd. (GSS) Adjusted Stock Prices
XNSE/ANDHRACEMT,Andhra Cements Ltd. (ANDHRACEMT) Adjusted Stock Prices
XNSE/ALBK,Allahabad Bank (ALBK) Adjusted Stock Prices
XNSE/GRUH,GRUH Finance Ltd. (GRUH) Adjusted Stock Prices
XNSE/SMSHAIVAL,Shaival Reality Ltd. (SMSHAIVAL) Adjusted Stock Prices
XNSE/KRBL,KRBL Ltd. (KRBL) Adjusted Stock Prices
XNSE/JKCEMENT,J.K. Cement Ltd. (JKCEMENT) Adjusted Stock Prices
XNSE/SARDAEN,Sarda Energy & Minerals Ltd. (SARDAEN) Adjusted Stock Prices
XNSE/CREWBOS,Crew B.O.S. Products Ltd.
XNSE/BASF,BASF India Ltd. (BASF) Adjusted Stock Prices
XNSE/KFA,Kingfisher Airlines Ltd (KFA) Adjusted Stock Prices
XNSE/BALKRISIND,Balkrishna Industries Ltd. (BALKRISIND) Adjusted Stock Prices
XNSE/ORIENTBANK,Oriental Bank of Commerce (ORIENTBANK) Adjusted Stock Prices
XNSE/MFIIFLFMPS3G,India Infoline Asset Management Co. Ltd (MFIIFLFMPS3G) Adjusted Stock Prices
XNSE/W1OUDHSUG,Oudh Sugar Mills Ltd. (W1OUDHSUG) Adjusted Stock Prices
XNSE/MFUTIFEFRGR1,UTI Asset Management Company Ltd (MFUTIFEFRGR1) Adjusted Stock Prices
XNSE/ANKITMETAL,Ankit Metal & Power Ltd. (ANKITMETAL) Adjusted Stock Prices
XNSE/N1JNPT,Jawaharlal Nehru Port Trust (N1JNPT) Adjusted Stock Prices
XNSE/GLOBUSSPR,Globus Spirits Ltd (GLOBUSSPR) Adjusted Stock Prices
XNSE/ADANIENT,Adani Enterprises Ltd (ADANIENT) Adjusted Stock Prices
XNSE/UNITY,Unity Infraprojects Ltd. (UNITY) Adjusted Stock Prices
XNSE/P1ZEEL,Zee Entertainment Enterprises Ltd (P1ZEEL) Adjusted Stock Prices
XNSE/ELECON,Elecon Engineering Co. Ltd. (ELECON) Adjusted Stock Prices
XNSE/PRATIBHA,Pratibha Industries Ltd. (PRATIBHA) Adjusted Stock Prices
XNSE/WSI,W.S. Industries (India) Ltd. (WSI) Adjusted Stock Prices
XNSE/SWANENERGY,Swan Energy Ltd (SWANENERGY) Adjusted Stock Prices
XNSE/MADHAV,Madhav Marbles & Granites Ltd. (MADHAV) Adjusted Stock Prices
XNSE/OMKARCHEM,Omkar Speciality Chemicals Ltd (OMKARCHEM) Adjusted Stock Prices
XNSE/ZENITHCOMP,Zenith Computer Ltd. (ZENITHCOMP) Adjusted Stock Prices
XNSE/TULIP,Tulip Telecom Ltd
XNSE/GTLINFRA,GTL Infrastucture Ltd (GTLINFRA) Adjusted Stock Prices
XNSE/CMC,CMC Ltd.
XNSE/MENONBE,Menon Bearings Ltd. (MENONBE) Adjusted Stock Prices
XNSE/ICSA,I.C.S.A (India) Ltd (ICSA) Adjusted Stock Prices
XNSE/GAL,Gyscoal Alloys Ltd (GAL) Adjusted Stock Prices
XNSE/INIFTY,ICICI Prudential Asset Management Company Ltd. (INIFTY) Adjusted Stock Prices
XNSE/SHAKTIPUMP,Shakti Pumps (India) Ltd. (SHAKTIPUMP) Adjusted Stock Prices
XNSE/N6SRTRANSFIN,Shriram Transport Finance Co. Ltd. (N6SRTRANSFIN) Adjusted Stock Prices
XNSE/PRIMESECU,Prime Securities Ltd. (PRIMESECU) Adjusted Stock Prices
XNSE/BIRLACOT,Birla Cotsyn (India) Ltd (BIRLACOT) Adjusted Stock Prices
XNSE/PVP,PVP Ventures Ltd (PVP) Adjusted Stock Prices
XNSE/AHLUCONT,Ahluwalia Contracts (India) Ltd. (AHLUCONT) Adjusted Stock Prices
XNSE/SRF,SRF Ltd. (SRF) Adjusted Stock Prices
XNSE/SATYAMCOMP,Satyam Computer Services Ltd.
XNSE/MANAKSTEEL,Manaksia Steels Ltd. (MANAKSTEEL) Adjusted Stock Prices
XNSE/SANGHVIFOR,Sanghvi Forging and Engineering Ltd (SANGHVIFOR) Adjusted Stock Prices
XNSE/KESORAMIND,Kesoram Industries Ltd. (KESORAMIND) Adjusted Stock Prices
XNSE/ITDCEM,ITD Cementation India Ltd. (ITDCEM) Adjusted Stock Prices
XNSE/SURANAT_P,Surana Telecom and Power Ltd. (SURANAT_P) Adjusted Stock Prices
XNSE/TRICOM,Tricom India Ltd (TRICOM) Adjusted Stock Prices
XNSE/MARALOVER,Maral Overseas Ltd. (MARALOVER) Adjusted Stock Prices
XNSE/RPPINFRA,R.P.P. Infra Projects Limited (RPPINFRA) Adjusted Stock Prices
XNSE/ZENITHBIR,Zenith Birla (India) Ltd (ZENITHBIR) Adjusted Stock Prices
XNSE/LUMAXAUTO,Lumax Automotive Systems Ltd. (LUMAXAUTO) Adjusted Stock Prices
XNSE/N8RELIFIN,Religare Finvest Limited (N8RELIFIN) Adjusted Stock Prices
XNSE/SURANACORP,Surana Corporation Ltd. (SURANACORP) Adjusted Stock Prices
XNSE/COMPUSOFT,Compucom Software Ltd. (COMPUSOFT) Adjusted Stock Prices
XNSE/UTVSOF,UTV Software Communications Ltd.
XNSE/CUBEXTUB,Cubex Tubings Ltd. (CUBEXTUB) Adjusted Stock Prices
XNSE/N1MUTHOOTFIN,Muthoot Finance Ltd. (N1MUTHOOTFIN) Adjusted Stock Prices
XNSE/TEXINFRA,Texmaco Infrastructure & Holdings Ltd (TEXINFRA) Adjusted Stock Prices
XNSE/NBSHRIRAMCIT,Shriram City Union Finance Ltd. (NBSHRIRAMCIT) Adjusted Stock Prices
XNSE/RELCNX100,Reliance Nippon Life Asset Management Ltd. (RELCNX100) Adjusted Stock Prices
XNSE/BAJAJELEC,Bajaj Electricals Ltd. (BAJAJELEC) Adjusted Stock Prices
XNSE/MAHSEAMLES,Maharashtra Seamless Ltd. (MAHSEAMLES) Adjusted Stock Prices
XNSE/ASHOKA,Ashoka Buildcon Ltd (ASHOKA) Adjusted Stock Prices
XNSE/REPCOHOME,Repco Home Finance Ltd (REPCOHOME) Adjusted Stock Prices
XNSE/SUNCLAYLTD,Sundaram-Clayton Ltd. (SUNCLAYLTD) Adjusted Stock Prices
XNSE/GABRIEL,Gabriel India Ltd. (GABRIEL) Adjusted Stock Prices
XNSE/JAICORPLTD,Jai Corp Ltd. (JAICORPLTD) Adjusted Stock Prices
XNSE/NOL,National Oxygen Ltd.
XNSE/ADHUNIK,Adhunik Metaliks Ltd. (ADHUNIK) Adjusted Stock Prices
XNSE/GANECOS,Ganesha Ecosphere Ltd (GANECOS) Adjusted Stock Prices
XNSE/ESTL,Essar Steel Ltd. (ESTL) Adjusted Stock Prices
XNSE/MFFTFTF13ADV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF13ADV) Adjusted Stock Prices
XNSE/A2ZINFRA,A2Z Infra Engineering Ltd. (A2ZINFRA) Adjusted Stock Prices
XNSE/SITASHREE,Sita Shree Food Products Ltd (SITASHREE) Adjusted Stock Prices
XNSE/RUCHIRA,Ruchira Papers Ltd. (RUCHIRA) Adjusted Stock Prices
XNSE/IT3RDROCK,3rd Rock Multimedia Ltd. (IT3RDROCK) Adjusted Stock Prices
XNSE/REISIXTEN,REI Six Ten Retail Ltd (REISIXTEN) Adjusted Stock Prices
XNSE/E1ABAN,Aban Offshore Ltd. (E1ABAN) Adjusted Stock Prices
XNSE/MFJ301G,JP Morgan Asset Management India Pvt Ltd (MFJ301G) Adjusted Stock Prices
XNSE/COROENGG,Coromandel Engineering Co. Ltd.
XNSE/AHLEAST,Asian Hotels (East) Ltd (AHLEAST) Adjusted Stock Prices
XNSE/GUFICBIO,Gufic Biosciences Ltd. (GUFICBIO) Adjusted Stock Prices
XNSE/KOKUYOCMLN,Kokuyo Camlin Ltd (KOKUYOCMLN) Adjusted Stock Prices
XNSE/TARAJEWELS,Tara Jewels Ltd (TARAJEWELS) Adjusted Stock Prices
XNSE/WABCOINDIA,WABCO India Ltd (WABCOINDIA) Adjusted Stock Prices
XNSE/SWELECTES,Swelect Energy Systems Ltd (SWELECTES) Adjusted Stock Prices
XNSE/W1GREENPLY,Greenply Industries Ltd. (W1GREENPLY) Adjusted Stock Prices
XNSE/MAJESCO,Majesco Ltd (MAJESCO) Adjusted Stock Prices
XNSE/NOCIL,NOCIL Ltd. (NOCIL) Adjusted Stock Prices
XNSE/VIPULLTD,Vipul Ltd. (VIPULLTD) Adjusted Stock Prices
XNSE/SONASTEER,Sona Koyo Steering Systems Ltd. (SONASTEER) Adjusted Stock Prices
XNSE/IIFLNIFTY,India Infoline Asset Management Co. Ltd (IIFLNIFTY) Adjusted Stock Prices
XNSE/FDC,FDC Ltd. (FDC) Adjusted Stock Prices
XNSE/SURYAROSNI,Surya Roshni Ltd. (SURYAROSNI) Adjusted Stock Prices
XNSE/KINETICMOT,Kinetic Motor Co. Ltd. (KINETICMOT) Adjusted Stock Prices
XNSE/SUBEX,Subex Ltd. (SUBEX) Adjusted Stock Prices
XNSE/AJMERA,Ajmera Realty & Infra India Ltd (AJMERA) Adjusted Stock Prices
XNSE/GULFOILLUB,Gulf Oil Lubricants India Ltd (GULFOILLUB) Adjusted Stock Prices
XNSE/ELGIEQUIP,Elgi Equipments Ltd. (ELGIEQUIP) Adjusted Stock Prices
XNSE/GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd. (GSKCONS) Adjusted Stock Prices
XNSE/PITTILAM,Pitti Laminations Ltd. (PITTILAM) Adjusted Stock Prices
XNSE/CHOLAFIN,Cholamandalam Investment and Finance Company Ltd. (CHOLAFIN) Adjusted Stock Prices
XNSE/KARMAENG,Karma Energy Ltd. (KARMAENG) Adjusted Stock Prices
XNSE/NIPPOBATRY,Indo-National Ltd (NIPPOBATRY) Adjusted Stock Prices
XNSE/VIJAYABANK,Vijaya Bank (VIJAYABANK) Adjusted Stock Prices
XNSE/GPIL,Godawari Power & Ispat Ltd. (GPIL) Adjusted Stock Prices
XNSE/TDPOWERSYS,TD Power Systems Ltd (TDPOWERSYS) Adjusted Stock Prices
XNSE/RAMSARUP,Ramsarup Industries Ltd. (RAMSARUP) Adjusted Stock Prices
XNSE/RAYMOND,Raymond Ltd. (RAYMOND) Adjusted Stock Prices
XNSE/NHPC,NHPC Limited (NHPC) Adjusted Stock Prices
XNSE/VAIBHAVGBL,Vaibhav Global Ltd (VAIBHAVGBL) Adjusted Stock Prices
XNSE/RSSOFTWARE,R.S Software (India) Ltd. (RSSOFTWARE) Adjusted Stock Prices
XNSE/ANKURDRUGS,Ankur Drugs & Pharma Ltd.
XNSE/RAJVIR,Rajvir Industries Ltd. (RAJVIR) Adjusted Stock Prices
XNSE/RJL,Renaissance Jewellery Ltd. (RJL) Adjusted Stock Prices
XNSE/LCCINFOTEC,LCC Infotech Ltd. (LCCINFOTEC) Adjusted Stock Prices
XNSE/E1TV_18,Television Eighteen India Ltd. (E1TV.18) Adjusted Stock Prices
XNSE/MYSOREBANK,State Bank of Mysore (MYSOREBANK) Adjusted Stock Prices
XNSE/ITMRO,M.R. Organisation Ltd (ITMRO) Adjusted Stock Prices
XNSE/BOSCHLTD,Bosch Ltd. (BOSCHLTD) Adjusted Stock Prices
XNSE/BHARATRAS,Bharat Rasayan Ltd. (BHARATRAS) Adjusted Stock Prices
XNSE/BIRLAERIC,Birla Cable Ltd (BIRLAERIC) Adjusted Stock Prices
XNSE/ABCIL,Aditya Birla Chemicals (India) Ltd (ABCIL) Adjusted Stock Prices
XNSE/BSLNIFTY,Birla Sun Life Asset Management Company Ltd (BSLNIFTY) Adjusted Stock Prices
XNSE/TRITURBINE,Triveni Turbine Ltd. (TRITURBINE) Adjusted Stock Prices
XNSE/MANGALAM,Mangalam Drugs & Organics Ltd. (MANGALAM) Adjusted Stock Prices
XNSE/ITC,ITC Ltd. (ITC) Adjusted Stock Prices
XNSE/ADORWELD,Ador Welding Ltd. (ADORWELD) Adjusted Stock Prices
XNSE/PNCINFRA,PNC Infratech Ltd. (PNCINFRA) Adjusted Stock Prices
XNSE/CENTEXT,Century Extrusions Ltd. (CENTEXT) Adjusted Stock Prices
XNSE/SURANASOL,Surana Solar Ltd. (SURANASOL) Adjusted Stock Prices
XNSE/SMZSCHEM,SMZS Chemicals Ltd. (SMZSCHEM) Adjusted Stock Prices
XNSE/RKFORGE,Ramkrishna Forgings Ltd. (RKFORGE) Adjusted Stock Prices
XNSE/NRC,NRC Ltd. (NRC) Adjusted Stock Prices
XNSE/MATRIXLABS,Matrix Laboratories Ltd. (MATRIXLABS) Adjusted Stock Prices
XNSE/HDFCBANK,HDFC Bank Ltd. (HDFCBANK) Adjusted Stock Prices
XNSE/MAANALU,Maan Aluminium Ltd (MAANALU) Adjusted Stock Prices
XNSE/MFRFHFXXI18G,Reliance Capital Asset Management Ltd (MFRFHFXXI18G) Adjusted Stock Prices
XNSE/RBN,Reliance Broadcast Network Ltd (RBN) Adjusted Stock Prices
XNSE/BELLCERATL,Bell Ceramics Ltd. (BELLCERATL) Adjusted Stock Prices
XNSE/IVP,IVP Ltd. (IVP) Adjusted Stock Prices
XNSE/E2CUB,City Union Bank Ltd.
XNSE/WELINV,Welspun Investments & Commercials Ltd (WELINV) Adjusted Stock Prices
XNSE/SAGCEM,Sagar Cements Ltd. (SAGCEM) Adjusted Stock Prices
XNSE/BHARTISHIP,Bharati Defence & Infrastructure Ltd (BHARTISHIP) Adjusted Stock Prices
XNSE/SRIPIPES,Srikalahasthi Pipes Ltd (SRIPIPES) Adjusted Stock Prices
XNSE/IBREALEST,Indiabulls Real Estate Ltd. (IBREALEST) Adjusted Stock Prices
XNSE/UNIVCABLES,Universal Cables Ltd. (UNIVCABLES) Adjusted Stock Prices
XNSE/ESTER,Ester Industries Ltd. (ESTER) Adjusted Stock Prices
XNSE/ZENTEC,Zen Technologies Ltd. (ZENTEC) Adjusted Stock Prices
XNSE/SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd. (SRHHYPOLTD) Adjusted Stock Prices
XNSE/REIAGROLTD,REI Agro Ltd. (REIAGROLTD) Adjusted Stock Prices
XNSE/RAJTV,Raj Television Network Ltd. (RAJTV) Adjusted Stock Prices
XNSE/COLORCHIPS,Sphere Global Services Ltd (COLORCHIPS) Adjusted Stock Prices
XNSE/W1JYOTISTRUC,Jyoti Structures Ltd. (W1JYOTISTRUC) Adjusted Stock Prices
XNSE/MANALIPETC,Manali Petrochemicals Ltd (MANALIPETC) Adjusted Stock Prices
XNSE/ORIENTABRA,Orient Abrasives Ltd. (ORIENTABRA) Adjusted Stock Prices
XNSE/VEDL,Vedanta Ltd (VEDL) Adjusted Stock Prices
XNSE/CAMLINFINE,Camlin Fine Sciences Ltd (CAMLINFINE) Adjusted Stock Prices
XNSE/SAKHTISUG,Sakthi Sugars Ltd. (SAKHTISUG) Adjusted Stock Prices
XNSE/RELIANCE,Reliance Industries Ltd. (RELIANCE) Adjusted Stock Prices
XNSE/KSK,KSK Energy Ventures Ltd (KSK) Adjusted Stock Prices
XNSE/HMT,HMT Ltd. (HMT) Adjusted Stock Prices
XNSE/EXCEL,Excel Realty N Infra Ltd (EXCEL) Adjusted Stock Prices
XNSE/CCL,CCL Products (India) Ltd. (CCL) Adjusted Stock Prices
XNSE/SHLAKSHMI,Shri Lakshmi Cotsyn Ltd (SHLAKSHMI) Adjusted Stock Prices
XNSE/WINDMACHIN,Windsor Machines Ltd. (WINDMACHIN) Adjusted Stock Prices
XNSE/GILLETTE,Gillette India Ltd. (GILLETTE) Adjusted Stock Prices
XNSE/SAPL,South Asian Petrochem Ltd
XNSE/SUNDARMFIN,Sundaram Finance Ltd. (SUNDARMFIN) Adjusted Stock Prices
XNSE/DIVISLAB,Divi`s Laboratories Ltd. (DIVISLAB) Adjusted Stock Prices
XNSE/HELIOSMATH,Helios & Matheson Information Technology Ltd. (HELIOSMATH) Adjusted Stock Prices
XNSE/GSPL,Gujarat State Petronet Ltd. (GSPL) Adjusted Stock Prices
XNSE/BALAMINES,Balaji Amines Ltd. (BALAMINES) Adjusted Stock Prices
XNSE/N1SHRIRAMCIT,Shriram City Union Finance Ltd. (N1SHRIRAMCIT) Adjusted Stock Prices
XNSE/RMCL,Radha Madhav Corporation Ltd. (RMCL) Adjusted Stock Prices
XNSE/RAMASTEEL,Rama Steel Tubes Ltd (RAMASTEEL) Adjusted Stock Prices
XNSE/NAGREEKEXP,Nagreeka Exports Ltd. (NAGREEKEXP) Adjusted Stock Prices
XNSE/SABERORGAN,Sabero Organics Gujarat Ltd.
XNSE/INDSWFTLTD,Ind-Swift Ltd. (INDSWFTLTD) Adjusted Stock Prices
XNSE/POLARIS,Polaris Consulting & Services Ltd (POLARIS) Adjusted Stock Prices
XNSE/RAINCALCIN,Rain Calcining Ltd.
XNSE/CADILAHC,Cadila Healthcare Ltd. (CADILAHC) Adjusted Stock Prices
XNSE/CENTURYTEX,Century Textile & Industries Ltd. (CENTURYTEX) Adjusted Stock Prices
XNSE/DRDATSONS,Dr. Datsons Labs Ltd
XNSE/NWSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NWSRTRANSFIN) Adjusted Stock Prices
XNSE/NILAINFRA,Nila Infrastructures Ltd. (NILAINFRA) Adjusted Stock Prices
XNSE/JAYSREETEA,Jay Shree Tea & Industries Ltd. (JAYSREETEA) Adjusted Stock Prices
XNSE/KLRF,KLRF Ltd
XNSE/PRAKASH,Prakash Industries Ltd. (PRAKASH) Adjusted Stock Prices
XNSE/TCPLTD,TCP Ltd.
XNSE/CERA,Cera Sanitaryware Ltd. (CERA) Adjusted Stock Prices
XNSE/DBSTOCKBRO,DB (International) Stock Brokers Ltd. (DBSTOCKBRO) Adjusted Stock Prices
XNSE/N1RELIFIN,Religare Finvest Limited (N1RELIFIN) Adjusted Stock Prices
XNSE/SFCL,Star Ferro & Cement Ltd. (SFCL) Adjusted Stock Prices
XNSE/RELINFRA,Reliance Infrastructure Ltd (RELINFRA) Adjusted Stock Prices
XNSE/ARVIND,Arvind Ltd. (ARVIND) Adjusted Stock Prices
XNSE/SUDARSCHEM,Sudarshan Chemical Industries Ltd. (SUDARSCHEM) Adjusted Stock Prices
XNSE/VKSPL,VKS Projects Ltd (VKSPL) Adjusted Stock Prices
XNSE/VATSMUSC,Lila World Wide Ltd (VATSMUSC) Adjusted Stock Prices
XNSE/ABHISHEK,Abhishek Corporation Ltd (ABHISHEK) Adjusted Stock Prices
XNSE/NESRTRANSFIN,Shriram Transport Finance Co. Ltd. (NESRTRANSFIN) Adjusted Stock Prices
XNSE/BGRENERGY,BGR Energy Systems Ltd (BGRENERGY) Adjusted Stock Prices
XNSE/MICROTECH,Micro Technologies (I) Ltd.
XNSE/PIONEEREMB,Pioneer Embroideries Ltd. (PIONEEREMB) Adjusted Stock Prices
XNSE/CTE,Cambridge Technology Enterprises Ltd. (CTE) Adjusted Stock Prices
XNSE/EROSMEDIA,Eros International Media Ltd (EROSMEDIA) Adjusted Stock Prices
XNSE/ELAND,E-Land Apparel Ltd. (ELAND) Adjusted Stock Prices
XNSE/INFINITE,Infinite Computer Solutions (India) Ltd (INFINITE) Adjusted Stock Prices
XNSE/MICRO,Micro Inks Ltd.
XNSE/ATUL,Atul Ltd. (ATUL) Adjusted Stock Prices
XNSE/DELTACORP,Delta Corp Ltd (DELTACORP) Adjusted Stock Prices
XNSE/TNPETRO,Tamilnadu Petroproducts Ltd. (TNPETRO) Adjusted Stock Prices
XNSE/RCOM,Reliance Communications Ltd. (RCOM) Adjusted Stock Prices
XNSE/MARUTI,Maruti Suzuki India Ltd. (MARUTI) Adjusted Stock Prices
XNSE/SUNILHITEC,Sunil Hitech Engineers Ltd. (SUNILHITEC) Adjusted Stock Prices
XNSE/SHREYANIND,Shreyans Industries Ltd. (SHREYANIND) Adjusted Stock Prices
XNSE/NAMUTHOOTFIN,Muthoot Finance Ltd. (NAMUTHOOTFIN) Adjusted Stock Prices
XNSE/Q1TRENT,Trent Ltd.
XNSE/IVRCLAH,IVRCL Assets & Holdings Ltd
XNSE/SURYAPHARM,Surya Pharmaceutical Ltd.
XNSE/SOTL,Savita Oil Technologies Ltd (SOTL) Adjusted Stock Prices
XNSE/PGEL,PG Electroplast Ltd (PGEL) Adjusted Stock Prices
XNSE/NBCC,NBCC (India) Ltd. (NBCC) Adjusted Stock Prices
XNSE/PIRGLASS,Piramal Glass Ltd
XNSE/FCL,Fineotex Chemical Ltd (FCL) Adjusted Stock Prices
XNSE/GKB,GKB Ophthalmics Ltd.
XNSE/TFL,Transwarranty Finance Ltd. (TFL) Adjusted Stock Prices
XNSE/MFHRGESSRG1,HDFC Asset Management Company Ltd. (MFHRGESSRG1) Adjusted Stock Prices
XNSE/N1BRITANNIA,Britannia Industries Ltd. (N1BRITANNIA) Adjusted Stock Prices
XNSE/W1TATAINVEST,Tata Investment Corporation Ltd. (W1TATAINVEST) Adjusted Stock Prices
XNSE/CENTRALBK,Central Bank of India (CENTRALBK) Adjusted Stock Prices
XNSE/JAMNAAUTO,Jamna Auto Industries Ltd. (JAMNAAUTO) Adjusted Stock Prices
XNSE/RALLIS,Rallis India Ltd. (RALLIS) Adjusted Stock Prices
XNSE/LIBERTSHOE,Liberty Shoes Ltd. (LIBERTSHOE) Adjusted Stock Prices
XNSE/TITAN,Titan Co. Ltd (TITAN) Adjusted Stock Prices
XNSE/SHREECEM,Shree Cement Ltd. (SHREECEM) Adjusted Stock Prices
XNSE/W1SADBHAV,Sadbhav Engineering Ltd. (W1SADBHAV) Adjusted Stock Prices
XNSE/N5NHBTF2014,National Housing Bank (N5NHBTF2014) Adjusted Stock Prices
XNSE/NCOPPER,Nissan Copper Ltd. (NCOPPER) Adjusted Stock Prices
XNSE/LOKESHMACH,Lokesh Machines Ltd. (LOKESHMACH) Adjusted Stock Prices
XNSE/GMBREW,G.M. Breweries Ltd. (GMBREW) Adjusted Stock Prices
XNSE/NOSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NOSRTRANSFIN) Adjusted Stock Prices
XNSE/UFLEX,Uflex Ltd. (UFLEX) Adjusted Stock Prices
XNSE/ICIL,Indo Count Industries Ltd. (ICIL) Adjusted Stock Prices
XNSE/MFIDFCD1238,IDFC Asset Management Company Limited (MFIDFCD1238) Adjusted Stock Prices
XNSE/JUBLFOOD,Jubilant FoodWorks Limited (JUBLFOOD) Adjusted Stock Prices
XNSE/DCBBANK,DCB Bank Ltd. (DCBBANK) Adjusted Stock Prices
XNSE/W1INDIABULLS,Indiabulls Financial Services (W1INDIABULLS) Adjusted Stock Prices
XNSE/PDPL,Parenteral Drugs (India) Ltd. (PDPL) Adjusted Stock Prices
XNSE/VSTIND,VST Industries Ltd. (VSTIND) Adjusted Stock Prices
XNSE/NDSHRIRAMCIT,Shriram City Union Finance Ltd. (NDSHRIRAMCIT) Adjusted Stock Prices
XNSE/SHIVTEX,Shiva Texyarn Ltd. (SHIVTEX) Adjusted Stock Prices
XNSE/Y6SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y6SRTRANSFIN) Adjusted Stock Prices
XNSE/N9IIFLFIN,India Infoline Finance Ltd (N9IIFLFIN) Adjusted Stock Prices
XNSE/EIMCOELECO,Eimco Elecon (India) Ltd. (EIMCOELECO) Adjusted Stock Prices
XNSE/PIONDIST,Pioneer Distilleries Ltd. (PIONDIST) Adjusted Stock Prices
XNSE/GANGOTRI,Gangotri Textiles Ltd. (GANGOTRI) Adjusted Stock Prices
XNSE/DWARKESH,Dwarikesh Sugar Industries Ltd. (DWARKESH) Adjusted Stock Prices
XNSE/ARROWGREEN,Arrow Greentech Ltd. (ARROWGREEN) Adjusted Stock Prices
XNSE/DHARSUGAR,Dharani Sugars & Chemicals Ltd. (DHARSUGAR) Adjusted Stock Prices
XNSE/MCLEODRUSS,McLeod Russel India Ltd (MCLEODRUSS) Adjusted Stock Prices
XNSE/N6RELIFIN,Religare Finvest Limited (N6RELIFIN) Adjusted Stock Prices
XNSE/KIRIINDUS,Kiri Industries Ltd (KIRIINDUS) Adjusted Stock Prices
XNSE/PGHH,Procter & Gamble Hygiene & Health Care Ltd. (PGHH) Adjusted Stock Prices
XNSE/FSL,Firstsource Solutions Ltd. (FSL) Adjusted Stock Prices
XNSE/SQSBFSI,SQS India BFSI Ltd (SQSBFSI) Adjusted Stock Prices
XNSE/CRMFGETF,Canara Robeco Asset Management Company Ltd (CRMFGETF) Adjusted Stock Prices
XNSE/ORICONENT,Oricon Enterprises Ltd. (ORICONENT) Adjusted Stock Prices
XNSE/HINDUJAVEN,Hinduja Ventures Ltd. (HINDUJAVEN) Adjusted Stock Prices
XNSE/EUROMULTI,Euro Multivision Ltd (EUROMULTI) Adjusted Stock Prices
XNSE/SGL,STL Global Limited (SGL) Adjusted Stock Prices
XNSE/HFCL,Himachal Futuristic Communications Ltd. (HFCL) Adjusted Stock Prices
XNSE/J_KBANK,Jammu & Kashmir Bank Ltd. (J_KBANK) Adjusted Stock Prices
XNSE/THOMASCOOK,Thomas Cook (India) Ltd. (THOMASCOOK) Adjusted Stock Prices
XNSE/ETC,ETC Network Ltd.
XNSE/SIMBHSUGAR,Simbhaoli Sugars Ltd (SIMBHSUGAR) Adjusted Stock Prices
XNSE/KIRLOSENG,Kirloskar Oil Engines Ltd (KIRLOSENG) Adjusted Stock Prices
XNSE/SANCO,Sanco Industries Ltd (SANCO) Adjusted Stock Prices
XNSE/CLNINDIA,Clariant Chemicals (India) Ltd. (CLNINDIA) Adjusted Stock Prices
XNSE/ACCELYA,Accelya Kale Solutions Ltd (ACCELYA) Adjusted Stock Prices
XNSE/FEDDERLOYD,Fedders Electric & Engineering Ltd (FEDDERLOYD) Adjusted Stock Prices
XNSE/PRITHVI,Prithvi Information Solutions Ltd.
XNSE/RANEENGINE,Rane Engine Valve Ltd (RANEENGINE) Adjusted Stock Prices
XNSE/MMFL,M M Forgings Ltd. (MMFL) Adjusted Stock Prices
XNSE/D1TINPLATE,Tinplate Company of India Ltd. (D1TINPLATE) Adjusted Stock Prices
XNSE/PHOENIXLTD,Phoenix Mills Ltd. (PHOENIXLTD) Adjusted Stock Prices
XNSE/VALUEIND,Value Industries Ltd (VALUEIND) Adjusted Stock Prices
XNSE/ARCOTECH,Arcotech Ltd. (ARCOTECH) Adjusted Stock Prices
XNSE/IL_FSENGG,IL&FS Engineering and Construction Co Ltd (IL_FSENGG) Adjusted Stock Prices
XNSE/NFSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NFSRTRANSFIN) Adjusted Stock Prices
XNSE/AMTL,Advance Metering Technology Ltd (AMTL) Adjusted Stock Prices
XNSE/PBAINFRA,PBA Infrastructure Ltd. (PBAINFRA) Adjusted Stock Prices
XNSE/MANINFRA,Man Infraconstruction Ltd. (MANINFRA) Adjusted Stock Prices
XNSE/NAHARINDUS,Nahar Industrial Enterprises Ltd. (NAHARINDUS) Adjusted Stock Prices
XNSE/LAXMIMACH,Lakshmi Machine Works Ltd. (LAXMIMACH) Adjusted Stock Prices
XNSE/NITCO,Nitco Ltd (NITCO) Adjusted Stock Prices
XNSE/ADANIPORTS,Adani Ports & Special Economic Zone Ltd (ADANIPORTS) Adjusted Stock Prices
XNSE/BAJAJCORP,Bajaj Corp Ltd (BAJAJCORP) Adjusted Stock Prices
